Patient_ID,eRNA_chr1_155158995,eRNA_chr10_5528926,eRNA_chr10_5531356,eRNA_chr12_13371038,eRNA_chr3_11236700,eRNA_chr3_138070534,eRNA_chr8_22624675,eRNA_chr9_71398719,eRNA_chr9_71398939,eRNA_chr9_114689796,PIP5K1B,PEBP4,EMP1,UGCG,MRAS,CALML5,MUC1,HRH1
TCGA-A1-A0SP,0.803646939441548,0.729115166832049,0.0,2.9909924399377,2.27807983236858,0.771241820915679,0.0,2.79980224063507,3.15625854441963,0.670785953485485,1.6174865664133558,0.1294808586988783,5.0877768054173185,3.178252522376259,2.8908941214159265,4.309947398151487,2.0966666685801796,1.21555435487164
TCGA-A1-A0SQ,5.58137305363739,1.85919550158477,2.15454631446382,0.473318610383089,0.802748363209719,0.939064123000049,11.3445004536619,4.94144629239945,3.58207524337922,2.1999849010606,0.18472462050188018,0.07901963303483801,3.3155952114469196,5.847435749362521,1.5984128496835799,2.864334740782428,7.205165705503884,0.9955930561143435
TCGA-A2-A04N,21.8948222778861,2.58693248218408,2.99287053217017,0.848779559061824,2.2215882371966,0.147613836358578,1.36542798631685,7.17772279293586,10.4362982305515,1.87100537584498,0.38438142271223613,1.1327084394083,5.004762042558117,5.18503001532213,1.899987643095152,2.6781395298577366,5.856846292222708,1.258518924711301
TCGA-A2-A04P,14.2961575034252,1.98062586636537,0.158450069309229,1.10518923343187,4.60693576516584,0.344628900747574,0.0,2.57877487800771,5.77550502632141,1.24779429581018,1.285461405137036,0.19836842310251937,3.9242709460572285,3.643902355277389,3.447803980280166,6.9711584006800615,4.580664085907446,0.8052924556007117
TCGA-A2-A04Q,7.42589234585119,0.189348331813792,0.0,1.02415559319067,3.09998140744879,0.333232715396369,0.223174203889311,3.93764896725251,3.88261971149898,1.6264202256043,0.6379347755351448,0.2543521627339931,4.023131129667195,4.958842675243241,3.740949141234865,2.4873577153115476,4.986151499884662,1.342156470267794
TCGA-A2-A04R,15.1446393283032,2.41385282974349,0.397114681599018,1.45323792811087,0.29838880460969,0.140749436136646,5.14439189079443,4.2893390662643,5.77776435340934,3.90579685279194,0.13632265374921437,0.20976526597410353,3.720442647283944,5.559433688188141,1.86504778922595,1.1602748314085933,5.547675001311719,0.9271379389685042
TCGA-A2-A04T,2.10436103866563,2.8139711563552,0.201871843825482,1.77708395852432,0.587263545674129,6.39566705210731,0.0,6.61894954603549,5.67688094151658,0.737138096393047,1.4738907923057205,0.8398789877498036,4.824034610786873,3.012354130407874,4.249179836496438,7.624149890434273,2.9499270686625905,0.5278710543015731
TCGA-A2-A04U,0.54772898508576,0.18257632836192,0.0,1.0178630306177,6.57274782102912,2.93035007020881,0.0,2.17722271571589,2.41913635079544,0.0,0.18510536254259158,0.07847320937869356,3.7682478549028446,3.2987462820924462,2.3337958094621603,3.7643143043408256,2.036643991846286,1.5559142942433986
TCGA-A2-A04V,12.7694356033743,0.942343376077892,0.136571503779405,0.833086173054368,1.34864359982162,0.276557295153294,0.136571503779405,5.3672600985306,7.09488962134007,18.3756958335189,1.1832006467254277,0.0553345017510994,3.9060054711841943,8.193618990958251,1.8968918128449075,0.02842770457266734,4.867550570980321,1.0769694763151108
TCGA-A2-A04W,5.04027945838756,0.287435420257013,0.46497042974055,2.85956814290438,3.66861669065294,0.474269838335361,0.0,3.47332911016191,3.72906284651921,0.404524273874279,1.0582472168546626,0.22724818378073325,4.884309743911801,3.112633416985245,2.185327415672159,8.52190935929969,6.093803111906962,1.2579157913242183
TCGA-A2-A04X,195.913872431848,6.70404378598072,7.72529107817266,0.260678738247192,2.91040144231276,0.122672347410443,0.122672347410443,7.25606934932771,7.3756748880529,1.61620817713259,1.3118518311870575,0.15107947302881158,3.2368905483358006,4.533812496827667,2.216579029358607,3.910185792194788,10.047308532539356,3.0889726375376667
TCGA-A2-A04Y,101.755349091817,3.65626323000489,3.30500650048477,1.58065528284054,2.57322164731785,0.303358084585558,1.32785687901924,5.68397253223467,6.21351866234455,2.98302116509132,0.5861161953375265,0.06942721045601417,3.7526308592633253,5.27967186237215,1.8880710521022308,2.918920467017122,6.2148688917218795,0.6271398709655507
TCGA-A2-A0CK,51.9740015509657,1.35879742616904,0.706730845220104,1.91324924949089,1.96791351376206,1.1323311884742,5.2594831409474,9.2929249260986,9.2929249260986,4.82607361708314,0.934554243277908,1.651912744645783,4.244049809610481,6.776380390388192,2.7603487071597774,3.3856795182889305,6.999865868210288,1.1378969323896189
TCGA-A2-A0CL,1.94363880839524,0.684482970188153,0.25289559356511,1.93265779817831,1.18960944016658,1.14202506255991,0.0,4.01904973939354,3.7847881880992,1.86677173687678,0.6676650900514056,0.10272531001108826,4.685592604285772,4.802327655376917,2.812190143677934,0.8395565437542971,3.0998674552568852,1.308360875198613
TCGA-A2-A0CM,13.4311683456836,0.181379721076079,0.417173358474981,1.89541808524502,3.78630167746314,0.820743237869256,0.0,1.94529750854094,2.87033408602895,1.32407196385537,0.33147592612318894,0.025595835882683472,5.844963057385629,3.8152475063606746,3.4246802754815318,8.731412039424873,5.301188875067926,1.4875892483208624
TCGA-A2-A0CO,68.1844704039035,1.51566073884457,1.24413862787509,5.62091295395032,2.08302037370617,0.826724039369766,0.291784955071682,5.0819213008318,6.08695836830092,2.8246404678467,0.8598900587011354,0.8170501584325206,5.887349797160302,5.5863083881095275,3.070543894079881,7.490647140581584,8.43584524871142,1.5853952443251274
TCGA-A2-A0CP,29.9999823134433,6.38619026485798,1.9141779759697,2.0988793596159,0.867536801974572,0.400627375749532,1.16417841813362,7.841413287525,10.8190234723668,9.65484505423314,0.5117716260705654,0.8749936389329674,4.218967110048957,5.82352264783015,2.6986852223740185,1.0974759590132686,6.191426444131932,1.307603386720961
TCGA-A2-A0CQ,64.722709381412,5.78806031441969,4.648219956048,1.47995401369228,1.56574844926864,0.122563479394806,12.529051681134,4.96994908945936,5.63179187819132,7.51926946087132,0.05436228844968911,3.986301704994124,4.26799265406106,6.294712637369152,0.9185388925112372,3.5550062519834005,7.693999127858544,0.5952171936041825
TCGA-A2-A0CR,18.329800347994,0.528695958455009,0.0,0.377861889212322,0.983140656191318,0.874680299102596,8.20799992677876,2.77798462994985,6.66156515796537,3.89407669160476,0.8317961886316985,2.748912004774892,4.070191802548935,4.747478706576003,2.7769672406536516,3.985272714253447,7.024109093477693,0.8381853522108784
TCGA-A2-A0CS,18.7123314687715,0.388728307611526,1.63929931519442,0.657521153896663,1.78341354070602,0.180142781889497,1.3961065596436,11.4030380936051,12.6505268581899,6.64726865172243,2.197519455255779,0.7756827017390598,3.8699306126936293,5.852181160663893,1.873970646251952,1.4099611123147024,8.113145694090507,0.8175414001514337
TCGA-A2-A0CT,1.35468443780334,3.13189103144889,5.66266806798826,1.03670384629323,1.58119116052288,0.304912895968598,0.0,5.24014591214606,5.76285373380651,5.66702396650209,0.1589832511603865,0.1141004515881803,4.113733832768567,6.9056144484966575,1.2763775527736367,1.108825509547506,2.818073389989442,0.988775562337746
TCGA-A2-A0CU,4.50693617549347,0.704995602870487,0.158264319011742,2.12218064129381,1.17619164356454,0.215814980470557,0.766143180670478,3.78755290725828,5.17955953129337,2.53942293687022,0.18852752677440168,0.10822334117387104,4.133374463752724,6.677797146984961,2.3430382176068854,0.26110952890930156,5.164939097913716,0.9868841708272749
TCGA-A2-A0CV,16.6853881328276,0.442467323214612,2.95797599408287,4.20343957053881,2.65480393928767,0.893128485748013,1.05154271257794,9.85445742073037,8.54071184995118,5.93507094657624,0.44953496347828864,0.39077772675120004,5.601048703186379,6.142470621708079,2.586188270627472,7.878724115532065,7.639573691871731,1.3387952032266608
TCGA-A2-A0CW,2.06002189176049,0.582632454235291,0.419138653301918,0.523180162986792,3.73657650496817,0.237809164993996,0.63019428723409,2.96072410417525,1.93814469470107,1.80734965395437,1.4723837896946428,0.04851520993393956,2.641638506574872,4.2786464504703785,1.4861994925681032,8.612623052429562,3.442664879559773,1.553606256685873
TCGA-A2-A0CX,9.07012119261269,0.20486926718427,0.37621447246566,0.74125425763036,2.00399392263886,0.767328527999267,0.148995830679469,3.65784764318097,4.03778701141362,1.04297081475628,0.8505594206227717,0.2843956805128771,3.9967322043806535,2.90456116803197,2.330242865618232,1.0576235584781313,6.271237034670853,1.387086770015909
TCGA-A2-A0CY,108.681195629795,1.60641485304775,0.390855195388747,0.232278988936406,7.01975930918189,0.0,4.36194398053841,1.79011679488046,2.11452660705312,0.699630799745857,0.4082770851530459,0.09180136921767433,3.593473293373049,3.0079848200406785,1.2098900072340393,9.995086055027496,7.349619163635444,2.1364210965082946
TCGA-A2-A0CZ,5.20294829198148,0.162085616572632,0.0,2.56095274184758,1.87614101182821,0.575403938832843,0.0,8.75262329492212,5.3366689256539,2.6419955501339,0.8588562961913365,0.3600832959133314,4.891637907721229,5.012474814824662,3.1407459412386185,2.631290574781914,5.23880214229262,1.6013161842989907
TCGA-A2-A0D0,2.9602141235663,0.0,0.0,0.168465749271368,0.496410753150453,6.82199777675144,0.0,1.46733178504766,1.60238471053712,0.343107432324578,0.06405506441044337,0.04096254777849784,3.050588761508845,2.4618952109638124,4.486411903025282,3.028056338564124,4.8081739342225855,0.9571717072463906
TCGA-A2-A0D1,0.159197605859045,1.69943444254531,0.159197605859045,0.437793416112374,1.77107336518188,0.191037127030854,0.159197605859045,2.71431917989672,3.57796619168204,0.859667071638843,0.13343200698073496,0.043764442310170244,3.0683096618202863,2.598770132238726,1.214186989143762,4.133645718878339,0.3048614514884491,0.9051198033836163
TCGA-A2-A0D2,0.622008740193565,0.747848658729835,0.0,1.66827777716656,0.654367576388606,2.88712727384643,0.0,2.78285991277352,2.38017217345746,0.747848658729835,0.16027483140859297,0.05935527761642124,4.520063887606883,3.3579460528592606,4.2654969070738735,4.296237131771016,2.4565959051262127,0.8616378172243362
TCGA-A2-A0D3,33.3730837112883,7.78421421410636,19.8957954872702,1.10392016812692,6.45004783948441,0.337484165684514,4.4377590758702,4.79416758729403,5.33351144086461,1.17015537821453,0.2130050385450477,0.6612023297627099,4.140034216306435,4.806303432581546,1.244765307569313,6.478565787753994,8.257556147296512,1.2611697202037548
TCGA-A2-A0D4,1.6459172602915,1.25833029254544,0.528286346448402,1.62467961822323,0.801720988077474,0.135389968185269,0.849505682731099,4.71210183389906,5.48196635887412,5.893445673947,0.17453425469490197,0.13251103979919546,3.600043719924308,6.460042995042531,1.9174317553901044,1.7314873921985987,3.102674926318843,0.6169222421187011
TCGA-A2-A0EM,14.2472831661289,0.0,0.141412239862321,2.05047747800366,0.795443849225557,0.0,0.710596505308164,5.59638939255136,4.15398454595569,4.47923269763903,0.22613856056934262,3.0657446251251366,4.626415773025692,6.155979896512063,1.768586635000888,0.28924428515664247,7.930638001041889,0.8628282579560358
TCGA-A2-A0EN,61.8690610522884,0.429868129934683,0.188400745098562,3.02940851028293,1.66719126069262,0.328210126233913,2.75347964309513,4.71983588610716,5.97168158882235,2.92775050658216,0.8036403568906665,2.3529844580206443,5.376217440921411,4.972678870227837,3.3589025793152016,0.5810137351679657,6.878064404393783,2.173415303990496
TCGA-A2-A0EO,10.7634098382943,0.158364393941664,0.199504102137937,2.44637817047831,0.784934172345982,1.15123678610744,1.27551803006222,5.70385498571413,4.87640354569941,6.91396183474752,0.3578334786294903,0.47549998726495085,4.83691381950672,6.4231697081142345,2.630452069406808,2.949945739130239,7.095702936654286,1.363451457071713
TCGA-A2-A0EP,33.9500970231609,0.43434930408,0.751639930464681,4.54372498948936,2.3134491302417,1.14594284480681,2.03620489359489,4.76243988728851,7.00811820412766,2.81556924772426,1.6196947136138455,0.2748878115775829,5.899040250599505,4.77306797704616,3.588444807641867,8.1420069588821,6.663182349748679,1.7710826844017948
TCGA-A2-A0EQ,2.9257286467486,0.132686106428508,0.218932075607038,0.520792967731893,1.42637564410646,0.227462465389327,1.78794528412414,4.55776775581924,4.53454768719426,1.6718449409992,1.7815275809991358,0.12220886170022928,3.094185388801917,4.334682679935721,1.7622637611080307,0.8916524879339743,3.531606035561614,0.8108954818209675
TCGA-A2-A0ER,1.20102617010447,4.37596109200102,2.69118827004891,2.58554244953046,0.316937461555347,0.589392472366084,4.09238546850413,3.62253958251418,3.5141136088242,3.83939152989416,0.12921706366415378,3.671021567593488,4.205056199471798,6.481510460167982,1.9335348708807973,0.2663967730245536,4.267588231515101,0.724562965306671
TCGA-A2-A0ES,6.7887565052282,0.229519501497414,0.656282324594168,9.09471024683503,1.31256464918834,0.914491763778759,0.143449688435884,10.037891948301,10.1347204879952,1.10097635874541,1.604356038015255,1.6226024284182785,6.009472587390147,5.1422582131827,2.6308480910092356,1.3598022605484825,6.048183862591825,1.2719037062632752
TCGA-A2-A0ET,11.393571908723,0.554189703716884,1.13395739375916,1.18227136792935,0.538084666727023,0.113679939223976,0.128637945627067,7.08226021365371,4.92518336687877,5.29464316935669,0.07710624410597862,0.046979908144409395,2.482022174655147,7.9197083374607296,1.5055352920514629,0.09410091643886649,4.966891849203124,0.4365882936601177
TCGA-A2-A0EU,4.79319015625738,0.281498697833298,0.509011344027333,2.43322847031248,2.84198000415261,0.293067137470282,0.0,4.37287018278027,8.0863393062524,18.9413918322898,0.2467121005318611,0.1682569232085816,4.625206186298845,7.684004467689988,1.7089376396264442,1.027932528648503,4.002783517827627,1.2596039298069808
TCGA-A2-A0EV,31.2882587583538,1.35506985226265,1.05093946148051,1.03404332865928,2.12215428234649,0.489987851815671,0.875219680139715,3.50425794712311,2.0275359385476,11.9658412639951,0.22416378734166367,0.45037988007104107,4.000558936041479,6.443866856778828,2.2627338130541066,4.293326337414226,7.545485022363225,1.2774492147053833
TCGA-A2-A0EW,22.1551416665942,0.354927666089619,1.38839351735057,5.99201412751298,1.21440936730664,1.16221412229346,1.01606743625656,6.94196758675285,8.53914208415613,1.33271858933651,1.5501618944474305,3.4808984244042045,5.667829694117632,5.286596571777186,3.5148923338016744,2.766446750491438,6.330420362216825,1.086240275820744
TCGA-A2-A0EX,4.05645213400794,0.15065746087309,0.15065746087309,2.47831523136233,1.51034104525273,0.274949866093389,0.467038128706578,5.14871872533784,5.50653019491143,4.41426360358153,0.4318903482861805,0.4468914052920558,5.298793928388994,5.8315378032023535,2.256678579048384,0.5250665920782109,5.75633748328064,1.0453730710522997
TCGA-A2-A0EY,10.1326643887083,1.50661587990087,1.76556548425883,1.12323594617609,4.8527828453057,1.02570947180751,2.60967393482829,4.71826357031455,5.20253296028269,0.154697166239821,2.2271557477697526,0.12895322038600612,4.1647380159052,3.4392906810420176,2.548880462583219,7.597555010376593,6.134535160011601,1.8589756142920197
TCGA-A2-A0ST,2.30484114746267,0.179460913771902,0.376722942653399,2.53004700003917,0.777663959678243,3.44846461757773,0.608418946393843,4.28946772329312,5.16214040202707,1.58347865092855,1.0887522040105835,0.8974727872708786,3.6990629523093363,4.4648904040286155,3.5959332542251836,5.663657719671144,3.532666056774233,0.9982677263787629
TCGA-A2-A0SU,5.48733716062771,5.27190836839566,12.6696517997604,2.92251512480839,3.3615020976586,0.467439832201619,0.804809450225397,7.41400220813699,7.29612607653832,7.60910752940375,0.943583814552674,2.146361961616191,5.039366539316028,6.6298214136022935,2.1504946888485796,1.7293569900333179,6.022310104072632,1.7342652288104907
TCGA-A2-A0SV,34.6894075221102,4.17332438944507,9.41430624898782,1.30281240654956,3.25162515576582,0.10811721216179,0.786552718477019,5.29774339592768,4.73012803207829,4.27062988039069,0.4772628493491721,0.21760297658678796,4.393821163649873,5.328592357037414,2.7162885753277473,0.4896456880402872,6.7237210056854035,1.8091674567543314
TCGA-A2-A0SW,27.9579948901604,2.66886154214964,2.15196740948034,1.32564005453282,2.0394462377428,0.168781757606301,0.713806183209982,4.00153416991605,3.2455325473045,1.09004885120736,2.3345682756661326,0.09234276899544701,4.244438049345645,3.7035880142654016,2.233612007928471,9.170491949329396,7.146564602842111,1.0617761975866897
TCGA-A2-A0SX,2.5626168907367,0.545608126227067,0.304727942839585,7.83295921641943,1.68906345459656,1.87190022030031,0.116086835367461,2.75996451086139,3.06179028281678,0.623966740100103,0.8381046532853429,0.10326262660608464,6.189913489394981,3.8174800040833246,3.124874005759654,7.459623418750622,2.5716282744180696,1.6156517047922965
TCGA-A2-A0SY,48.2382042331503,0.392033417748783,0.153797725424523,3.36847175096455,0.765972985447623,0.895645577472221,2.21046534776814,3.39561252603946,5.52163990690787,4.76471384648521,1.167550616789962,1.1811661742699768,4.8701674144626255,5.838982011813966,2.595599136829893,0.7560839084974317,8.081327376253174,1.23621706410222
TCGA-A2-A0T0,12.4636592039055,1.95574187263242,0.244086349158493,1.03431590455911,3.03582396765875,1.61096990444605,0.0,4.09454850713372,5.40346155449613,1.0038051109143,0.1496495818949754,0.11556599592160316,4.163724135773829,3.0148729990401497,4.563810979153236,10.517489876573613,6.204985798347426,1.363451457071713
TCGA-A2-A0T1,1.3310244871049,4.71339259551266,10.0374905439323,2.42403047769222,3.20385423601957,0.173170983505832,0.0,2.46787599020862,3.37610446376255,1.76008414530107,1.225151511841273,0.10433665981473553,5.016875129151592,2.9382293252196927,2.612258124772064,9.052744369423232,4.6437811676820075,1.6612935558553066
TCGA-A2-A0T2,29.3167976327587,0.845447860246088,0.294857284352567,4.104192899035,1.98065015146853,1.2304640219544,0.158769551219923,3.62391500659473,3.19920645708144,0.353262251464328,0.27703255187479336,0.23401073310840065,5.20613134524532,2.5815681774813264,3.3218703859315397,5.226292725949309,6.9718044799747325,1.0080565548710585
TCGA-A2-A0T3,5.28229473099421,0.996476844857881,0.291062824272592,1.72851646875024,1.63499598816487,0.183816117012619,2.51215359917246,3.46348262581671,3.3796366777057,0.377306766499586,0.2912499129642299,0.18396283484259518,3.821710215034674,4.594470919003439,2.32334124369756,1.9099650667579684,4.556686907096634,1.1284913785104218
TCGA-A2-A0T4,20.926085913376,3.618193844806,3.48139120921359,3.87764711920538,0.745338497365511,0.188693290472281,2.83983402160783,6.87315310545285,8.21287546780605,1.63219696258523,0.4695734453043519,0.6760868343823209,5.023641261532327,5.426170808710463,3.130897931207493,1.6076735603490564,6.699514154390333,1.4978933412736732
TCGA-A2-A0T5,21.7351412802221,2.6521749157056,3.23672228377673,1.34946935257564,3.87137371196825,0.0,9.69680576863142,4.46928216273815,4.39579620789492,5.24422495926674,0.3181143436097735,1.13284002414397,4.025427518729593,5.630067591511097,1.92250234291858,6.30317615054871,7.0469679071647615,1.0661236424652936
TCGA-A2-A0T6,24.224162046389,0.115161217239786,0.204411160600621,5.42985139285592,2.10745027548809,0.155467643273711,0.385790077753284,7.04210843421293,6.71677799551053,1.26677338963765,1.258518924711301,0.5333639983398146,5.920900647971939,4.6932193022881705,2.550629826164451,0.16298339202346543,6.707676628108347,1.3632832356391549
TCGA-A2-A0T7,22.4159579403766,2.39892608479755,10.8947617858315,1.89662387209626,1.55598214164366,0.86026470910911,0.148463213308547,4.7603238433588,6.98892906293005,0.68705704955694,1.4873834430365063,0.4618428378840728,4.130206046433195,4.207728899707423,3.2484437540312023,8.761886603437139,7.974788552135629,1.3476089677593068
TCGA-A2-A0YC,18.7062895245116,0.298174268388398,0.241443929027164,1.11738004363734,0.422246127042854,0.185537868009679,6.44599140751591,4.81764863035597,4.66323681528046,4.63516193981218,0.107553970289646,0.9722515078258537,3.8734884078025074,6.811833200168144,2.17139900312265,0.2228045610452611,7.251167089897371,0.9014944550475747
TCGA-A2-A0YD,106.667094769934,0.1266078276201,1.59842382370377,6.78617956043737,2.79170259902321,0.835611662292662,4.75728912282527,5.29537239021069,4.84907979784984,1.38002532105909,1.1010449046671371,0.9865929673058969,5.533420068276312,5.625784810828497,3.024585638278273,6.267009485428662,8.450080832873285,2.2963399312365063
TCGA-A2-A0YE,2.19247406343383,0.488590835010643,0.0,0.701962781945671,2.62231030436092,0.896780646538522,0.0,1.77191486367784,1.9574556870996,0.194817864592851,0.36580449987198166,0.11982095212187471,2.7785870764619998,2.529970829136579,3.3927432984503736,0.6821237896197204,3.5174646801811273,1.0482361856528477
TCGA-A2-A0YF,19.6210351601504,0.999257406649209,7.24119408380043,2.11076016582614,5.91341369414326,0.435292952485546,0.695373647366847,9.77903412753691,12.2429565000966,1.69189336249099,2.4178390159217775,0.21175983301211862,4.364124146720622,6.029139222335166,1.8610819418748847,2.8794901299850197,9.470883546913498,1.3102819462521398
TCGA-A2-A0YG,21.5504439123988,1.56128720246513,8.59209445467962,1.05311663549575,3.09582858561608,0.448385637056397,0.892641719610685,5.55644396252044,6.74328969458708,1.21384831124623,1.4290535047666273,0.10500752476097375,3.5643659732891675,4.720803782040037,2.340505300673985,6.0137123648206545,7.129390184596112,1.3439194263681884
TCGA-A2-A0YH,5.17034512176708,3.32856344684801,15.8941540724886,1.36376200356603,0.889257182737641,0.0,0.0,2.3900983567652,1.73282130865477,4.53415717680457,0.2925461879503386,0.19836842310251937,4.275528588822265,5.065942760246591,2.1813570279852885,4.167229454071669,5.986565663961979,1.3144645158393768
